muni,count,lon,lat
32010,8,-102.99593829,23.23682677
32012,1,-102.55918614,22.47794983
32017,8,-102.40762669,22.78020305
32019,1,-102.9982926,21.62368163
32020,1,-102.99197331,22.72548291
32023,1,-103.12408396,21.37670669
32024,2,-101.95880516,22.28458234
32036,2,-102.21644233,22.56837522
32038,4,-101.52879832,22.26901611
32039,2,-103.03186161000001,23.78296103
32040,1,-103.23993403,23.56319824
32042,1,-103.61477963,23.64016114
32043,1,-103.19397989,22.63129794
32044,2,-102.93311235,21.93434276
32048,1,-103.22718531,21.78479068
32051,2,-102.17636691,23.60483576
32053,1,-101.95373289,22.55186595
32055,1,-102.85150827,22.29826525
32056,4,-102.67807858,22.73573457
